 eps (GeV/fm^3)   P (GeV/fm^3)      s (fm^-3)    n_b (fm^-3)     T (MeV)  mu_b (MeV)  mu_s (MeV)    
  32.4047143282   9.1733774526  114.2255268705   0.0000000000  364.00000     0.00000     0.00000
  32.7744076450   9.2881096243  115.2397733404   0.0000000000  365.00000     0.00000     0.00000
  33.1472166929   9.4038589158  116.2597694227   0.0000000000  366.00000     0.00000     0.00000
  33.5231588503   9.5206310850  117.2855311589   0.0000000000  367.00000     0.00000     0.00000
  33.9022515413   9.6384319054  118.3170745835   0.0000000000  368.00000     0.00000     0.00000
  34.2845122355   9.7572671667  119.3544157241   0.0000000000  369.00000     0.00000     0.00000
  34.6699584480   9.8771426748  120.3975706020   0.0000000000  370.00000     0.00000     0.00000
  35.0586077398   9.9980642512  121.4465552317   0.0000000000  371.00000     0.00000     0.00000
  35.4504777175  10.1200377338  122.5013856219   0.0000000000  372.00000     0.00000     0.00000
  35.8455860337  10.2430689764  123.5620777750   0.0000000000  373.00000     0.00000     0.00000
  36.2439503865  10.3671638486  124.6286476875   0.0000000000  374.00000     0.00000     0.00000
  36.6455885201  10.4923282363  125.7011113505   0.0000000000  375.00000     0.00000     0.00000
  37.0505182245  10.6185680412  126.7794847493   0.0000000000  376.00000     0.00000     0.00000
  37.4587573357  10.7458891810  127.8637838639   0.0000000000  377.00000     0.00000     0.00000
  37.8703237355  10.8742975895  128.9540246693   0.0000000000  378.00000     0.00000     0.00000
  38.2852353519  11.0037992163  130.0502231351   0.0000000000  379.00000     0.00000     0.00000
  38.7035101590  11.1344000270  131.1523952262   0.0000000000  380.00000     0.00000     0.00000
  39.1251661767  11.2661060033  132.2605569027   0.0000000000  381.00000     0.00000     0.00000
  39.5502214712  11.3989231426  133.3747241200   0.0000000000  382.00000     0.00000     0.00000
  39.9786941549  11.5328574587  134.4949128292   0.0000000000  383.00000     0.00000     0.00000
  40.4106023863  11.6679149808  135.6211389768   0.0000000000  384.00000     0.00000     0.00000
  40.8459643700  11.8041017544  136.7534185051   0.0000000000  385.00000     0.00000     0.00000
  41.2847983571  11.9414238409  137.8917673523   0.0000000000  386.00000     0.00000     0.00000
  41.7271226446  12.0798873175  139.0362014526   0.0000000000  387.00000     0.00000     0.00000
  42.1729555761  12.2194982775  140.1867367362   0.0000000000  388.00000     0.00000     0.00000
  42.6223155414  12.3602628300  141.3433891298   0.0000000000  389.00000     0.00000     0.00000
  43.0752209767  12.5021871001  142.5061745560   0.0000000000  390.00000     0.00000     0.00000
  43.5316903644  12.6452772288  143.6751089341   0.0000000000  391.00000     0.00000     0.00000
  43.9917422335  12.7895393730  144.8502081798   0.0000000000  392.00000     0.00000     0.00000
  44.4553951593  12.9349797054  146.0314882055   0.0000000000  393.00000     0.00000     0.00000
  44.9226677636  13.0816044149  147.2189649202   0.0000000000  394.00000     0.00000     0.00000
  45.3935787146  13.2294197061  148.4126542298   0.0000000000  395.00000     0.00000     0.00000
  45.8681467271  13.3784317996  149.6125720370   0.0000000000  396.00000     0.00000     0.00000
  46.3463905622  13.5286469317  150.8187342416   0.0000000000  397.00000     0.00000     0.00000
  46.8283290278  13.6800713548  152.0311567403   0.0000000000  398.00000     0.00000     0.00000
  47.3139809782  13.8327113372  153.2498554270   0.0000000000  399.00000     0.00000     0.00000
  47.8033653141  13.9865731630  154.4748461928   0.0000000000  400.00000     0.00000     0.00000
  48.2965009832  14.1416631322  155.7061449263   0.0000000000  401.00000     0.00000     0.00000
  48.7934069794  14.2979875608  156.9437675130   0.0000000000  402.00000     0.00000     0.00000
  49.2941023435  14.4555527805  158.1877298363   0.0000000000  403.00000     0.00000     0.00000
  49.7986061628  14.6143651390  159.4380477769   0.0000000000  404.00000     0.00000     0.00000
  50.3069375714  14.7744309999  160.6947372130   0.0000000000  405.00000     0.00000     0.00000
  50.8191157498  14.9357567426  161.9578140205   0.0000000000  406.00000     0.00000     0.00000
  51.3351599254  15.0983487624  163.2272940732   0.0000000000  407.00000     0.00000     0.00000
  51.8550893724  15.2622134704  164.5031932423   0.0000000000  408.00000     0.00000     0.00000
  52.3789234116  15.4273572938  165.7855273972   0.0000000000  409.00000     0.00000     0.00000
  52.9066814104  15.5937866755  167.0743124047   0.0000000000  410.00000     0.00000     0.00000
  53.4383827833  15.7615080742  168.3695641301   0.0000000000  411.00000     0.00000     0.00000
  53.9740469911  15.9305279646  169.6712984363   0.0000000000  412.00000     0.00000     0.00000
  54.5136935419  16.1008528372  170.9795311844   0.0000000000  413.00000     0.00000     0.00000
  55.0573419902  16.2724891984  172.2942782334   0.0000000000  414.00000     0.00000     0.00000
  55.6050119375  16.4454435704  173.6155554408   0.0000000000  415.00000     0.00000     0.00000
  56.1567230321  16.6197224913  174.9433786620   0.0000000000  416.00000     0.00000     0.00000
  56.7124949690  16.7953325150  176.2777637508   0.0000000000  417.00000     0.00000     0.00000
  57.2723474903  16.9722802114  177.6187265591   0.0000000000  418.00000     0.00000     0.00000
  57.8363003847  17.1505721660  178.9662829373   0.0000000000  419.00000     0.00000     0.00000
  58.4043734879  17.3302149804  180.3204487341   0.0000000000  420.00000     0.00000     0.00000
  58.9765866825  17.5112152719  181.6812397968   0.0000000000  421.00000     0.00000     0.00000
  59.5529598980  17.6935796737  183.0486719709   0.0000000000  422.00000     0.00000     0.00000
  60.1335131106  17.8773148348  184.4227611004   0.0000000000  423.00000     0.00000     0.00000
  60.7182663438  18.0624274202  185.8035230281   0.0000000000  424.00000     0.00000     0.00000
  61.3072396675  18.2489241104  187.1909735952   0.0000000000  425.00000     0.00000     0.00000
  61.9004531991  18.4368116022  188.5851286415   0.0000000000  426.00000     0.00000     0.00000
  62.4979271025  18.6260966078  189.9860040054   0.0000000000  427.00000     0.00000     0.00000
  63.0996815887  18.8167858556  191.3936155241   0.0000000000  428.00000     0.00000     0.00000
  63.7057369158  19.0088860895  192.8079790335   0.0000000000  429.00000     0.00000     0.00000
  64.3161133888  19.2024040696  194.2291103683   0.0000000000  430.00000     0.00000     0.00000
  64.9308313594  19.3973465715  195.6570253617   0.0000000000  431.00000     0.00000     0.00000
  65.5499112267  19.5937203868  197.0917398460   0.0000000000  432.00000     0.00000     0.00000
  66.1733734365  19.7915323230  198.5332696523   0.0000000000  433.00000     0.00000     0.00000
  66.8012384818  19.9907892032  199.9816306105   0.0000000000  434.00000     0.00000     0.00000
  67.4335269024  20.1914978665  201.4368385493   0.0000000000  435.00000     0.00000     0.00000
  68.0702592854  20.3936651679  202.8989092966   0.0000000000  436.00000     0.00000     0.00000
  68.7114562647  20.5972979780  204.3678586789   0.0000000000  437.00000     0.00000     0.00000
  69.3571385213  20.8024031834  205.8437025221   0.0000000000  438.00000     0.00000     0.00000
  70.0073267832  21.0089876865  207.3264566507   0.0000000000  439.00000     0.00000     0.00000
  70.6620418255  21.2170584054  208.8161368885   0.0000000000  440.00000     0.00000     0.00000
  71.3213044705  21.4266222742  210.3127590582   0.0000000000  441.00000     0.00000     0.00000
  71.9851355871  21.6376862428  211.8163389816   0.0000000000  442.00000     0.00000     0.00000
  72.6535560918  21.8502572767  213.3268924797   0.0000000000  443.00000     0.00000     0.00000
  73.3265869479  22.0643423575  214.8444353726   0.0000000000  444.00000     0.00000     0.00000
  74.0042491658  22.2799484825  216.3689834793   0.0000000000  445.00000     0.00000     0.00000
  74.6865638030  22.4970826648  217.9005526183   0.0000000000  446.00000     0.00000     0.00000
  75.3735519640  22.7157519334  219.4391586072   0.0000000000  447.00000     0.00000     0.00000
  76.0652348007  22.9359633329  220.9848172626   0.0000000000  448.00000     0.00000     0.00000
  76.7616335118  23.1577239241  222.5375444005   0.0000000000  449.00000     0.00000     0.00000
  77.4627693431  23.3810407832  224.0973558361   0.0000000000  450.00000     0.00000     0.00000
  78.1686635878  23.6059210024  225.6642673840   0.0000000000  451.00000     0.00000     0.00000
  78.8793375858  23.8323716899  227.2382948578   0.0000000000  452.00000     0.00000     0.00000
  79.5948127246  24.0603999694  228.8194540706   0.0000000000  453.00000     0.00000     0.00000
  80.3151104384  24.2900129806  230.4077608348   0.0000000000  454.00000     0.00000     0.00000
  81.0402522089  24.5212178788  232.0032309620   0.0000000000  455.00000     0.00000     0.00000
  81.7702595645  24.7540218355  233.6058802633   0.0000000000  456.00000     0.00000     0.00000
  82.5051540812  24.9884320377  235.2157245491   0.0000000000  457.00000     0.00000     0.00000
  83.2449573819  25.2244556882  236.8327796291   0.0000000000  458.00000     0.00000     0.00000
  83.9896911366  25.4621000058  238.4570613124   0.0000000000  459.00000     0.00000     0.00000
  84.7393770626  25.7013722250  240.0885854078   0.0000000000  460.00000     0.00000     0.00000
  85.4940369243  25.9422795961  241.7273677231   0.0000000000  461.00000     0.00000     0.00000
  86.2536925332  26.1848293851  243.3734240657   0.0000000000  462.00000     0.00000     0.00000
  87.0183657482  26.4290288741  245.0267702426   0.0000000000  463.00000     0.00000     0.00000
  87.7880784750  26.6748853608  246.6874220600   0.0000000000  464.00000     0.00000     0.00000
  88.5628526668  26.9224061587  248.3553953238   0.0000000000  465.00000     0.00000     0.00000
  89.3427103239  27.1715985972  250.0307058392   0.0000000000  466.00000     0.00000     0.00000
  90.1276734935  27.4224700214  251.7133694110   0.0000000000  467.00000     0.00000     0.00000
  90.9177642705  27.6750277923  253.4034018436   0.0000000000  468.00000     0.00000     0.00000
  91.7130047965  27.9292792867  255.1008189406   0.0000000000  469.00000     0.00000     0.00000
  92.5134172605  28.1852318970  256.8056365055   0.0000000000  470.00000     0.00000     0.00000
  93.3190238989  28.4428930318  258.5178703411   0.0000000000  471.00000     0.00000     0.00000
  94.1298469949  28.7022701151  260.2375362498   0.0000000000  472.00000     0.00000     0.00000
  94.9459088791  28.9633705869  261.9646500338   0.0000000000  473.00000     0.00000     0.00000
  95.7672319293  29.2262019030  263.6992274944   0.0000000000  474.00000     0.00000     0.00000
  96.5938385706  29.4907715350  265.4412844329   0.0000000000  475.00000     0.00000     0.00000
  97.4257512751  29.7570869703  267.1908366501   0.0000000000  476.00000     0.00000     0.00000
  98.2629925623  30.0251557120  268.9478999462   0.0000000000  477.00000     0.00000     0.00000
  99.1055849988  30.2949852792  270.7124901213   0.0000000000  478.00000     0.00000     0.00000
  99.9535511984  30.5665832065  272.4846229748   0.0000000000  479.00000     0.00000     0.00000
 100.8069138223  30.8399570446  274.2643143061   0.0000000000  480.00000     0.00000     0.00000
 101.6656955787  31.1151143599  276.0515799140   0.0000000000  481.00000     0.00000     0.00000
 102.5299192232  31.3920627345  277.8464355969   0.0000000000  482.00000     0.00000     0.00000
 103.3996075585  31.6708097664  279.6488971529   0.0000000000  483.00000     0.00000     0.00000
 104.2747834346  31.9513630693  281.4589803800   0.0000000000  484.00000     0.00000     0.00000
 105.1554697487  32.2337302729  283.2767010756   0.0000000000  485.00000     0.00000     0.00000
 106.0416894453  32.5179190226  285.1020750367   0.0000000000  486.00000     0.00000     0.00000
 106.9334655160  32.8039369794  286.9351180603   0.0000000000  487.00000     0.00000     0.00000
 107.8308209998  33.0917918203  288.7758459429   0.0000000000  488.00000     0.00000     0.00000
 108.7337789829  33.3814912381  290.6242744806   0.0000000000  489.00000     0.00000     0.00000
 109.6423625986  33.6730429414  292.4804194695   0.0000000000  490.00000     0.00000     0.00000
 110.5565950277  33.9664546545  294.3442967051   0.0000000000  491.00000     0.00000     0.00000
 111.4764994980  34.2617341175  296.2159219828   0.0000000000  492.00000     0.00000     0.00000
 112.4020992848  34.5588890864  298.0953110977   0.0000000000  493.00000     0.00000     0.00000
 113.3334177103  34.8579273329  299.9824798445   0.0000000000  494.00000     0.00000     0.00000
 114.2704781443  35.1588566446  301.8774440179   0.0000000000  495.00000     0.00000     0.00000
 115.2133040037  35.4616848247  303.7802194121   0.0000000000  496.00000     0.00000     0.00000
 116.1619187527  35.7664196924  305.6908218211   0.0000000000  497.00000     0.00000     0.00000
 117.1163459026  36.0730690826  307.6092670386   0.0000000000  498.00000     0.00000     0.00000
 118.0766090123  36.3816408460  309.5355708584   0.0000000000  499.00000     0.00000     0.00000
 119.0427316877  36.6921428491  311.4697490736   0.0000000000  500.00000     0.00000     0.00000
 120.0147375819  37.0045829742  313.4118174773   0.0000000000  501.00000     0.00000     0.00000
 120.9926503955  37.3189691194  315.3617918623   0.0000000000  502.00000     0.00000     0.00000
 121.9764938762  37.6353091985  317.3196880214   0.0000000000  503.00000     0.00000     0.00000
 122.9662918191  37.9536111413  319.2855217468   0.0000000000  504.00000     0.00000     0.00000
 123.9620680664  38.2738828932  321.2593088309   0.0000000000  505.00000     0.00000     0.00000
 124.9638465078  38.5961324153  323.2410650655   0.0000000000  506.00000     0.00000     0.00000
 125.9716510800  38.9203676849  325.2308062425   0.0000000000  507.00000     0.00000     0.00000
 126.9855057672  39.2465966947  327.2285481534   0.0000000000  508.00000     0.00000     0.00000
 128.0054346007  39.5748274534  329.2343065896   0.0000000000  509.00000     0.00000     0.00000
 129.0314616593  39.9050679854  331.2480973424   0.0000000000  510.00000     0.00000     0.00000
 130.0636110688  40.2373263308  333.2699362027   0.0000000000  511.00000     0.00000     0.00000
 131.1019070025  40.5716105457  335.2998389614   0.0000000000  512.00000     0.00000     0.00000
 132.1463736810  40.9079287020  337.3378214092   0.0000000000  513.00000     0.00000     0.00000
 133.1970353719  41.2462888870  339.3838993365   0.0000000000  514.00000     0.00000     0.00000
 134.2539163904  41.5866992044  341.4380885336   0.0000000000  515.00000     0.00000     0.00000
 135.3170410988  41.9291677731  343.5004047906   0.0000000000  516.00000     0.00000     0.00000
 136.3864339068  42.2737027282  345.5708638976   0.0000000000  517.00000     0.00000     0.00000
 137.4621192713  42.6203122205  347.6494816444   0.0000000000  518.00000     0.00000     0.00000
 138.5441216965  42.9690044163  349.7362738206   0.0000000000  519.00000     0.00000     0.00000
 139.6324657340  43.3197874982  351.8312562157   0.0000000000  520.00000     0.00000     0.00000
 140.7271759825  43.6726696641  353.9344446191   0.0000000000  521.00000     0.00000     0.00000
 141.8282770881  44.0276591280  356.0458548201   0.0000000000  522.00000     0.00000     0.00000
 142.9357937441  44.3847641196  358.1655026076   0.0000000000  523.00000     0.00000     0.00000
 144.0497506914  44.7439928844  360.2934037706   0.0000000000  524.00000     0.00000     0.00000
 145.1701727178  45.1053536835  362.4295740978   0.0000000000  525.00000     0.00000     0.00000
 146.2970846586  45.4688547942  364.5740293780   0.0000000000  526.00000     0.00000     0.00000
 147.4305113964  45.8345045092  366.7267853997   0.0000000000  527.00000     0.00000     0.00000
 148.5704778611  46.2023111372  368.8878579512   0.0000000000  528.00000     0.00000     0.00000
 149.7170090297  46.5722830026  371.0572628208   0.0000000000  529.00000     0.00000     0.00000
 150.8701299267  46.9444284455  373.2350157967   0.0000000000  530.00000     0.00000     0.00000
 152.0298656240  47.3187558221  375.4211326668   0.0000000000  531.00000     0.00000     0.00000
 153.1962412405  47.6952735041  377.6156292191   0.0000000000  532.00000     0.00000     0.00000
 154.3692819426  48.0739898790  379.8185212414   0.0000000000  533.00000     0.00000     0.00000
 155.5490129440  48.4549133503  382.0298245212   0.0000000000  534.00000     0.00000     0.00000
 156.7354595056  48.8380523371  384.2495548462   0.0000000000  535.00000     0.00000     0.00000
 157.9286469358  49.2234152743  386.4777280038   0.0000000000  536.00000     0.00000     0.00000
 159.1286005900  49.6110106126  388.7143597814   0.0000000000  537.00000     0.00000     0.00000
 160.3353458711  50.0008468187  390.9594659662   0.0000000000  538.00000     0.00000     0.00000
 161.5489082294  50.3929323746  393.2130623452   0.0000000000  539.00000     0.00000     0.00000
 162.7693131623  50.7872757787  395.4751647056   0.0000000000  540.00000     0.00000     0.00000
 163.9965862147  51.1838855446  397.7457888342   0.0000000000  541.00000     0.00000     0.00000
 165.2307529785  51.5827702022  400.0249505180   0.0000000000  542.00000     0.00000     0.00000
 166.4718390934  51.9839382968  402.3126655436   0.0000000000  543.00000     0.00000     0.00000
 167.7198702458  52.3873983897  404.6089496976   0.0000000000  544.00000     0.00000     0.00000
 168.9748721700  52.7931590578  406.9138187667   0.0000000000  545.00000     0.00000     0.00000
 170.2368706472  53.2012288941  409.2272885372   0.0000000000  546.00000     0.00000     0.00000
 171.5058915061  53.6116165071  411.5493747956   0.0000000000  547.00000     0.00000     0.00000
 172.7819606227  54.0243305211  413.8800933282   0.0000000000  548.00000     0.00000     0.00000
 174.0651039203  54.4393795764  416.2194599211   0.0000000000  549.00000     0.00000     0.00000
 175.3553473694  54.8567723289  418.5674903605   0.0000000000  550.00000     0.00000     0.00000
 176.6527169879  55.2765174503  420.9242004324   0.0000000000  551.00000     0.00000     0.00000
 177.9572388411  55.6986236282  423.2896059227   0.0000000000  552.00000     0.00000     0.00000
 179.2689390415  56.1230995659  425.6637226174   0.0000000000  553.00000     0.00000     0.00000
 180.5878437490  56.5499539825  428.0465663023   0.0000000000  554.00000     0.00000     0.00000
 181.9139791707  56.9791956128  430.4381527631   0.0000000000  555.00000     0.00000     0.00000
 183.2473715612  57.4108332075  432.8384977854   0.0000000000  556.00000     0.00000     0.00000
 184.5880472221  57.8448755331  435.2476171549   0.0000000000  557.00000     0.00000     0.00000
 185.9360325027  58.2813313719  437.6655266570   0.0000000000  558.00000     0.00000     0.00000
 187.2913537994  58.7202095218  440.0922420772   0.0000000000  559.00000     0.00000     0.00000
 188.6540375559  59.1615187966  442.5277792009   0.0000000000  560.00000     0.00000     0.00000
 190.0241102633  59.6052680260  444.9721538134   0.0000000000  561.00000     0.00000     0.00000
 191.4015984601  60.0514660553  447.4253816999   0.0000000000  562.00000     0.00000     0.00000
 192.7865287318  60.5001217457  449.8874786457   0.0000000000  563.00000     0.00000     0.00000
 194.1789277116  60.9512439742  452.3584604358   0.0000000000  564.00000     0.00000     0.00000
 195.5788220798  61.4048416335  454.8383428553   0.0000000000  565.00000     0.00000     0.00000
 196.9862385641  61.8609236321  457.3271416893   0.0000000000  566.00000     0.00000     0.00000
 198.4012039394  62.3194988943  459.8248727226   0.0000000000  567.00000     0.00000     0.00000
 199.8237450282  62.7805763602  462.3315517401   0.0000000000  568.00000     0.00000     0.00000
 201.2538887000  63.2441649857  464.8471945267   0.0000000000  569.00000     0.00000     0.00000
 202.6916618718  63.7102737424  467.3718168671   0.0000000000  570.00000     0.00000     0.00000
 204.1370915079  64.1789116179  469.9054345460   0.0000000000  571.00000     0.00000     0.00000
 205.5902046199  64.6500876152  472.4480633482   0.0000000000  572.00000     0.00000     0.00000
 207.0510282668  65.1238107535  474.9997190582   0.0000000000  573.00000     0.00000     0.00000
 208.5195895548  65.6000900676  477.5604174605   0.0000000000  574.00000     0.00000     0.00000
 209.9959156374  66.0789346079  480.1301743398   0.0000000000  575.00000     0.00000     0.00000
 211.4800337157  66.5603534410  482.7090054803   0.0000000000  576.00000     0.00000     0.00000
 212.9719710378  67.0443556489  485.2969266667   0.0000000000  577.00000     0.00000     0.00000
 214.4717548992  67.5309503296  487.8939536831   0.0000000000  578.00000     0.00000     0.00000
 215.9794126430  68.0201465968  490.5001023140   0.0000000000  579.00000     0.00000     0.00000
 217.4949716592  68.5119535800  493.1153883436   0.0000000000  580.00000     0.00000     0.00000
 219.0184593855  69.0063804246  495.7398275561   0.0000000000  581.00000     0.00000     0.00000
 220.5499033067  69.5034362915  498.3734357357   0.0000000000  582.00000     0.00000     0.00000
 222.0893309550  70.0031303576  501.0162286665   0.0000000000  583.00000     0.00000     0.00000
 223.6367699098  70.5054718156  503.6682221327   0.0000000000  584.00000     0.00000     0.00000
 225.1922477982  71.0104698740  506.3294319182   0.0000000000  585.00000     0.00000     0.00000
 226.7557922941  71.5181337568  508.9998738072   0.0000000000  586.00000     0.00000     0.00000
 228.3274311193  72.0284727042  511.6795635835   0.0000000000  587.00000     0.00000     0.00000
 229.9071920424  72.5414959719  514.3685170311   0.0000000000  588.00000     0.00000     0.00000
 231.4951028796  73.0572128314  517.0667499338   0.0000000000  589.00000     0.00000     0.00000
 233.0911914944  73.5756325702  519.7742780757   0.0000000000  590.00000     0.00000     0.00000
 234.6954857978  74.0967644913  522.4911172403   0.0000000000  591.00000     0.00000     0.00000
 236.3080137477  74.6206179136  525.2172832116   0.0000000000  592.00000     0.00000     0.00000
 237.9288033497  75.1472021719  527.9527917733   0.0000000000  593.00000     0.00000     0.00000
 239.5578826566  75.6765266166  530.6976587091   0.0000000000  594.00000     0.00000     0.00000
 241.1952797686  76.2086006140  533.4518998027   0.0000000000  595.00000     0.00000     0.00000
 242.8410228330  76.7434335462  536.2155308376   0.0000000000  596.00000     0.00000     0.00000
 244.4951400448  77.2810348109  538.9885675976   0.0000000000  597.00000     0.00000     0.00000
 246.1576596461  77.8214138219  541.7710258661   0.0000000000  598.00000     0.00000     0.00000
 247.8286099262  78.3645800084  544.5629214268   0.0000000000  599.00000     0.00000     0.00000
 249.5080192221  78.9105428158  547.3642700631   0.0000000000  600.00000     0.00000     0.00000
 251.1959159178  79.4593117049  550.1750875585   0.0000000000  601.00000     0.00000     0.00000
 252.8923284449  80.0108961524  552.9953896965   0.0000000000  602.00000     0.00000     0.00000
 254.5972852820  80.5653056511  555.8251922605   0.0000000000  603.00000     0.00000     0.00000
 256.3108149554  81.1225497090  558.6645110338   0.0000000000  604.00000     0.00000     0.00000
 258.0329460385  81.6826378505  561.5133617999   0.0000000000  605.00000     0.00000     0.00000
 259.7637071520  82.2455796152  564.3717603420   0.0000000000  606.00000     0.00000     0.00000
 261.5031269642  82.8113845590  567.2397224435   0.0000000000  607.00000     0.00000     0.00000
 263.2512341905  83.3800622532  570.1172638877   0.0000000000  608.00000     0.00000     0.00000
 265.0080575936  83.9516222851  573.0044004577   0.0000000000  609.00000     0.00000     0.00000
 266.7736259837  84.5260742578  575.9011479368   0.0000000000  610.00000     0.00000     0.00000
 268.5479682183  85.1034277899  578.8075221083   0.0000000000  611.00000     0.00000     0.00000
 270.3311132021  85.6836925161  581.7235387552   0.0000000000  612.00000     0.00000     0.00000
 272.1230898872  86.2668780868  584.6492136608   0.0000000000  613.00000     0.00000     0.00000
 273.9239272733  86.8529941681  587.5845626082   0.0000000000  614.00000     0.00000     0.00000
 275.7336544069  87.4420504420  590.5296013804   0.0000000000  615.00000     0.00000     0.00000
 277.5523003824  88.0340566061  593.4843457605   0.0000000000  616.00000     0.00000     0.00000
 279.3798943410  88.6290223740  596.4488115316   0.0000000000  617.00000     0.00000     0.00000
 281.2164654717  89.2269574749  599.4230144767   0.0000000000  618.00000     0.00000     0.00000
 283.0620430106  89.8278716539  602.4069703789   0.0000000000  619.00000     0.00000     0.00000
 284.9166562411  90.4317746719  605.4006950210   0.0000000000  620.00000     0.00000     0.00000
 286.7803344941  91.0386763055  608.4042041862   0.0000000000  621.00000     0.00000     0.00000
 288.6531071477  91.6485863470  611.4175136572   0.0000000000  622.00000     0.00000     0.00000
 290.5350036274  92.2615146048  614.4406392170   0.0000000000  623.00000     0.00000     0.00000
 292.4260534060  92.8774709028  617.4735966486   0.0000000000  624.00000     0.00000     0.00000
 294.3262860036  93.4964650807  620.5164017348   0.0000000000  625.00000     0.00000     0.00000
 296.2357309878  94.1185069941  623.5690702585   0.0000000000  626.00000     0.00000     0.00000
 298.1544179733  94.7436065143  626.6316180025   0.0000000000  627.00000     0.00000     0.00000
 300.0823766223  95.3717735284  629.7040607496   0.0000000000  628.00000     0.00000     0.00000
 302.0196366444  96.0030179393  632.7864142826   0.0000000000  629.00000     0.00000     0.00000
 303.9662277964  96.6373496658  635.8786943844   0.0000000000  630.00000     0.00000     0.00000
 305.9221798823  97.2747786422  638.9809168376   0.0000000000  631.00000     0.00000     0.00000
 307.8875227538  97.9153148189  642.0930974251   0.0000000000  632.00000     0.00000     0.00000
 309.8622863097  98.5589681617  645.2152519296   0.0000000000  633.00000     0.00000     0.00000
 311.8465004962  99.2057486526  648.3473961337   0.0000000000  634.00000     0.00000     0.00000
 313.8401953067  99.8556662892  651.4895458203   0.0000000000  635.00000     0.00000     0.00000
 315.8434007822 100.5087310847  654.6417167719   0.0000000000  636.00000     0.00000     0.00000
 317.8561470109 101.1649530684  657.8039247712   0.0000000000  637.00000     0.00000     0.00000
 319.8784641282 101.8243422852  660.9761856008   0.0000000000  638.00000     0.00000     0.00000
 321.9103823170 102.4869087958  664.1585150435   0.0000000000  639.00000     0.00000     0.00000
 323.9519318077 103.1526626767  667.3509288818   0.0000000000  640.00000     0.00000     0.00000
 326.0031428776 103.8216140203  670.5534428984   0.0000000000  641.00000     0.00000     0.00000
 328.0640458517 104.4937729345  673.7660728757   0.0000000000  642.00000     0.00000     0.00000
 330.1346711022 105.1691495433  676.9888345964   0.0000000000  643.00000     0.00000     0.00000
 332.2150490487 105.8477539862  680.2217438431   0.0000000000  644.00000     0.00000     0.00000
 334.3052101581 106.5295964187  683.4648163982   0.0000000000  645.00000     0.00000     0.00000
 336.4051849446 107.2146870120  686.7180680444   0.0000000000  646.00000     0.00000     0.00000
 338.5150039698 107.9030359531  689.9815145640   0.0000000000  647.00000     0.00000     0.00000
 340.6346978426 108.5946534447  693.2551717397   0.0000000000  648.00000     0.00000     0.00000
 342.7642972193 109.2895497054  696.5390553540   0.0000000000  649.00000     0.00000     0.00000
 344.9038328035 109.9877349695  699.8331811892   0.0000000000  650.00000     0.00000     0.00000
 347.0533353460 110.6892194871  703.1375650278   0.0000000000  651.00000     0.00000     0.00000
 349.2128356452 111.3940135241  706.4522226524   0.0000000000  652.00000     0.00000     0.00000
 351.3823645467 112.1021273623  709.7771698453   0.0000000000  653.00000     0.00000     0.00000
 353.5619529435 112.8135712990  713.1124223890   0.0000000000  654.00000     0.00000     0.00000
 355.7516317757 113.5283556474  716.4579960659   0.0000000000  655.00000     0.00000     0.00000
 357.9514320311 114.2464907367  719.8139066583   0.0000000000  656.00000     0.00000     0.00000
 360.1613847447 114.9679869116  723.1801699487   0.0000000000  657.00000     0.00000     0.00000
 362.3815209986 115.6928545328  726.5568017195   0.0000000000  658.00000     0.00000     0.00000
 364.6118719227 116.4211039765  729.9438177530   0.0000000000  659.00000     0.00000     0.00000
 366.8524686938 117.1527456350  733.3412338315   0.0000000000  660.00000     0.00000     0.00000
 369.1033425364 117.8877899161  736.7490657375   0.0000000000  661.00000     0.00000     0.00000
 371.3645247220 118.6262472437  740.1673292533   0.0000000000  662.00000     0.00000     0.00000
 373.6360465697 119.3681280571  743.5960401611   0.0000000000  663.00000     0.00000     0.00000
 375.9179394458 120.1134428117  747.0352142433   0.0000000000  664.00000     0.00000     0.00000
 378.2102347641 120.8622019786  750.4848672822   0.0000000000  665.00000     0.00000     0.00000
 380.5129639855 121.6144160445  753.9450150601   0.0000000000  666.00000     0.00000     0.00000
 382.8261586184 122.3700955122  757.4156733592   0.0000000000  667.00000     0.00000     0.00000
 385.1498502186 123.1292509000  760.8968579620   0.0000000000  668.00000     0.00000     0.00000
 387.4840703890 123.8918927421  764.3885846505   0.0000000000  669.00000     0.00000     0.00000
 389.8288507802 124.6580315886  767.8908692071   0.0000000000  670.00000     0.00000     0.00000
 392.1842230897 125.4276780051  771.4037274140   0.0000000000  671.00000     0.00000     0.00000
 394.5502190627 126.2008425732  774.9271750535   0.0000000000  672.00000     0.00000     0.00000
 396.9268704916 126.9775358903  778.4612279077   0.0000000000  673.00000     0.00000     0.00000
 399.3142092162 127.7577685694  782.0059017589   0.0000000000  674.00000     0.00000     0.00000
 401.7122671234 128.5415512394  785.5612123894   0.0000000000  675.00000     0.00000     0.00000
 404.1210761479 129.3288945450  789.1271755812   0.0000000000  676.00000     0.00000     0.00000
 406.5406682713 130.1198091467  792.7038071167   0.0000000000  677.00000     0.00000     0.00000
 408.9710755229 130.9143057206  796.2911227780   0.0000000000  678.00000     0.00000     0.00000
 411.4123299789 131.7123949589  799.8891383472   0.0000000000  679.00000     0.00000     0.00000
