   7811.0010000000002     
   62.500000000000000              501
 16748.5010000000  5549.0508078915 13052.7557100285  0.0000000000  1.0000000000
 16686.0010000000  5528.2802779531 13016.1517912140  0.0000000000  1.0000000000
 16623.5010000000  5507.5098675471 12979.5136346258  0.0000000000  1.0000000000
 16561.0010000000  5486.7395735599 12942.8410727472  0.0000000000  1.0000000000
 16498.5010000000  5465.9693968845 12906.1339437434  0.0000000000  1.0000000000
 16436.0010000000  5445.1993424200 12869.3920914775  0.0000000000  1.0000000000
 16373.5010000000  5424.4294037741 12832.6153384276  0.0000000000  1.0000000000
 16311.0010000000  5403.6595939897 12795.8035400578  0.0000000000  1.0000000000
 16248.5010000000  5382.8898996955 12758.9565035877  0.0000000000  1.0000000000
 16186.0010000000  5362.1203346266 12722.0740828338  0.0000000000  1.0000000000
 16123.5010000000  5341.3508863671 12685.1560837143  0.0000000000  1.0000000000
 16061.0010000000  5320.5815620243 12648.2023453083  0.0000000000  1.0000000000
 15998.5010000000  5299.8123654577 12611.2126994316  0.0000000000  1.0000000000
 15936.0010000000  5279.0432973889 12574.1869707856  0.0000000000  1.0000000000
 15873.5010000000  5258.2743480392 12537.1249637653  0.0000000000  1.0000000000
 15811.0010000000  5237.5055271529 12500.0265160027  0.0000000000  1.0000000000
 15748.5010000000  5216.7368340623 12462.8914449675  0.0000000000  1.0000000000
 15686.0010000000  5195.9682727215 12425.7195747752  0.0000000000  1.0000000000
 15623.5010000000  5175.1998369381 12388.5107097350  0.0000000000  1.0000000000
 15561.0010000000  5154.4315326802 12351.2646742639  0.0000000000  1.0000000000
 15498.5010000000  5133.6633632869 12313.9812864089  0.0000000000  1.0000000000
 15436.0010000000  5112.8953149432 12276.6603316879  0.0000000000  1.0000000000
 15373.5010000000  5092.1274153762 12239.3016685492  0.0000000000  1.0000000000
 15311.0010000000  5071.3596314770 12201.9050442833  0.0000000000  1.0000000000
 15248.5010000000  5050.5919935636 12164.4703185450  0.0000000000  1.0000000000
 15186.0010000000  5029.8244860654 12126.9972665634  0.0000000000  1.0000000000
 15123.5010000000  5009.0571131566 12089.4856973067  0.0000000000  1.0000000000
 15061.0010000000  4988.2898769831 12051.9354142503  0.0000000000  1.0000000000
 14998.5010000000  4967.5227777736 12014.3462155356  0.0000000000  1.0000000000
 14936.0010000000  4946.7558210904 11976.7179070707  0.0000000000  1.0000000000
 14873.5010000000  4925.9889964807 11939.0502638118  0.0000000000  1.0000000000
 14811.0010000000  4905.2223132820 11901.3430946316  0.0000000000  1.0000000000
 14748.5010000000  4884.4557721120 11863.5961906332  0.0000000000  1.0000000000
 14686.0010000000  4863.6893791913 11825.8093511142  0.0000000000  1.0000000000
 14623.5010000000  4842.9231182380 11787.9823323705  0.0000000000  1.0000000000
 14561.0010000000  4822.1570069480 11750.1149504960  0.0000000000  1.0000000000
 14498.5010000000  4801.3910406950 11712.2069788567  0.0000000000  1.0000000000
 14436.0010000000  4780.6252138573 11674.2581868374  0.0000000000  1.0000000000
 14373.5010000000  4759.8595407386 11636.2683780944  0.0000000000  1.0000000000
 14311.0010000000  4739.0940138623 11598.2373143019  0.0000000000  1.0000000000
 14248.5010000000  4718.3286319865 11560.1647662942  0.0000000000  1.0000000000
 14186.0010000000  4697.5633932362 11522.0505014846  0.0000000000  1.0000000000
 14123.5010000000  4676.7983157521 11483.8943217893  0.0000000000  1.0000000000
 14061.0010000000  4656.0333828845 11445.6959629249  0.0000000000  1.0000000000
 13998.5010000000  4635.2686050717 11407.4552080375  0.0000000000  1.0000000000
 13936.0010000000  4614.5039788379 11369.1718123104  0.0000000000  1.0000000000
 13873.5010000000  4593.7395073966 11330.8455408364  0.0000000000  1.0000000000
 13811.0010000000  4572.9751939199 11292.4761562066  0.0000000000  1.0000000000
 13748.5010000000  4552.2110349444 11254.0634062688  0.0000000000  1.0000000000
 13686.0010000000  4531.4470339700 11215.6070492216  0.0000000000  1.0000000000
 13623.5010000000  4510.6831881359 11177.1068289302  0.0000000000  1.0000000000
 13561.0010000000  4489.9195083671 11138.5625122408  0.0000000000  1.0000000000
 13498.5010000000  4469.1559795624 11099.9738150575  0.0000000000  1.0000000000
 13436.0010000000  4448.3926205076 11061.3405135626  0.0000000000  1.0000000000
 13373.5010000000  4427.6294242839 11022.6623334712  0.0000000000  1.0000000000
 13311.0010000000  4406.8663850319 10983.9389996545  0.0000000000  1.0000000000
 13248.5010000000  4386.1035176389 10945.1702728894  0.0000000000  1.0000000000
 13186.0010000000  4365.3408120020 10906.3558644936  0.0000000000  1.0000000000
 13123.5010000000  4344.5782789495 10867.4955220041  0.0000000000  1.0000000000
 13061.0010000000  4323.8159112827 10828.5889563187  0.0000000000  1.0000000000
 12998.5010000000  4303.0537163953 10789.6359026837  0.0000000000  1.0000000000
 12936.0010000000  4282.2916905254 10750.6360724177  0.0000000000  1.0000000000
 12873.5010000000  4261.5298382579 10711.5891894372  0.0000000000  1.0000000000
 12811.0010000000  4240.7681598017 10672.4949663319  0.0000000000  1.0000000000
 12748.5010000000  4220.0066575605 10633.3531166605  0.0000000000  1.0000000000
 12686.0010000000  4199.2453299341 10594.1633432181  0.0000000000  1.0000000000
 12623.5010000000  4178.4841841348 10554.9253621747  0.0000000000  1.0000000000
 12561.0010000000  4157.7232111158 10515.6388556524  0.0000000000  1.0000000000
 12498.5010000000  4136.9624172607 10476.3035315603  0.0000000000  1.0000000000
 12436.0010000000  4116.2018056040 10436.9190880724  0.0000000000  1.0000000000
 12373.5010000000  4095.4413822623 10397.4852257566  0.0000000000  1.0000000000
 12311.0010000000  4074.6811442043 10358.0016242788  0.0000000000  1.0000000000
 12248.5010000000  4053.9210857532 10318.4679546255  0.0000000000  1.0000000000
 12186.0010000000  4033.1612172028 10278.8839145286  0.0000000000  1.0000000000
 12123.5010000000  4012.4015341837 10239.2491700768  0.0000000000  1.0000000000
 12061.0010000000  3991.6420424529 10199.5634028930  0.0000000000  1.0000000000
 11998.5010000000  3970.8827457824 10159.8262869969  0.0000000000  1.0000000000
 11936.0010000000  3950.1236401632 10120.0374775997  0.0000000000  1.0000000000
 11873.5010000000  3929.3647321857 10080.1966462381  0.0000000000  1.0000000000
 11811.0010000000  3908.6060151018 10040.3034348059  0.0000000000  1.0000000000
 11748.5010000000  3887.8474991027 10000.3575136188  0.0000000000  1.0000000000
 11686.0010000000  3867.0891815163  9960.3585240934  0.0000000000  1.0000000000
 11623.5010000000  3846.3310650217  9920.3061136779  0.0000000000  1.0000000000
 11561.0010000000  3825.5731459904  9880.1999133052  0.0000000000  1.0000000000
 11498.5010000000  3804.8154383052  9840.0395833478  0.0000000000  1.0000000000
 11436.0010000000  3784.0579323517  9799.8247342681  0.0000000000  1.0000000000
 11373.5010000000  3763.3006364570  9759.5550066743  0.0000000000  1.0000000000
 11311.0010000000  3742.5435478040  9719.2300149336  0.0000000000  1.0000000000
 11248.5010000000  3721.7866759875  9678.8493927968  0.0000000000  1.0000000000
 11186.0010000000  3701.0300085443  9638.4127262822  0.0000000000  1.0000000000
 11123.5010000000  3680.2735574421  9597.9196440440  0.0000000000  1.0000000000
 11061.0010000000  3659.5173246584  9557.3697503231  0.0000000000  1.0000000000
 10998.5010000000  3638.7613083352  9516.7626367686  0.0000000000  1.0000000000
 10936.0010000000  3618.0055144381  9476.0979051478  0.0000000000  1.0000000000
 10873.5010000000  3597.2499400053  9435.3751344703  0.0000000000  1.0000000000
 10811.0010000000  3576.4945904314  9394.5939147470  0.0000000000  1.0000000000
 10748.5010000000  3555.7394684377  9353.7538252891  0.0000000000  1.0000000000
 10686.0010000000  3534.9845744369  9312.8544352849  0.0000000000  1.0000000000
 10623.5010000000  3514.2299068979  9271.8953043808  0.0000000000  1.0000000000
 10561.0010000000  3493.4754737161  9230.8760050314  0.0000000000  1.0000000000
 10498.5010000000  3472.7212704243  9189.7960793664  0.0000000000  1.0000000000
 10436.0010000000  3451.9673026165  9148.6550833775  0.0000000000  1.0000000000
 10373.5010000000  3431.2135752134  9107.4525656217  0.0000000000  1.0000000000
 10311.0010000000  3410.4600928291  9066.1880678226  0.0000000000  1.0000000000
 10248.5010000000  3389.7068440023  9024.8610933152  0.0000000000  1.0000000000
 10186.0010000000  3368.9538447710  8983.4711936470  0.0000000000  1.0000000000
 10123.5010000000  3348.2010957862  8942.0178831378  0.0000000000  1.0000000000
 10061.0010000000  3327.4485936626  8900.5006612347  0.0000000000  1.0000000000
  9998.5010000000  3306.6963367527  8858.9190238907  0.0000000000  1.0000000000
  9936.0010000000  3285.9443412854  8817.2724958620  0.0000000000  1.0000000000
  9873.5010000000  3265.1925995188  8775.5605466678  0.0000000000  1.0000000000
  9811.0010000000  3244.4411119691  8733.7826549938  0.0000000000  1.0000000000
  9748.5010000000  3223.6898928390  8691.9383196282  0.0000000000  1.0000000000
  9686.0010000000  3202.9389340514  8650.0269868247  0.0000000000  1.0000000000
  9623.5010000000  3182.1882370317  8608.0481141272  0.0000000000  1.0000000000
  9561.0010000000  3161.4378129579  8566.0011708657  0.0000000000  1.0000000000
  9498.5010000000  3140.6876626872  8523.8855973732  0.0000000000  1.0000000000
  9436.0010000000  3119.9377876190  8481.7008267421  0.0000000000  1.0000000000
  9373.5010000000  3099.1881801360  8439.4462651704  0.0000000000  1.0000000000
  9311.0010000000  3078.4388593950  8397.1213646901  0.0000000000  1.0000000000
  9248.5010000000  3057.6898214007  8354.7255213385  0.0000000000  1.0000000000
  9186.0010000000  3036.9410698693  8312.2581377852  0.0000000000  1.0000000000
  9123.5010000000  3016.1926018187  8269.7185936973  0.0000000000  1.0000000000
  9061.0010000000  2995.4444279438  8227.1062872947  0.0000000000  1.0000000000
  8998.5010000000  2974.6965435991  8184.4205756287  0.0000000000  1.0000000000
  8936.0010000000  2953.9489637851  8141.6608462558  0.0000000000  1.0000000000
  8873.5010000000  2933.2016798279  8098.8264278504  0.0000000000  1.0000000000
  8811.0010000000  2912.4547038704  8055.9166816395  0.0000000000  1.0000000000
  8748.5010000000  2891.7080307899  8012.9309225702  0.0000000000  1.0000000000
  8686.0010000000  2870.9616678522  7969.8684803489  0.0000000000  1.0000000000
  8623.5010000000  2850.2156161959  7926.7286608817  0.0000000000  1.0000000000
  8561.0010000000  2829.4698858281  7883.5107771623  0.0000000000  1.0000000000
  8498.5010000000  2808.7244727719  7840.2141014326  0.0000000000  1.0000000000
  8436.0010000000  2787.9793881092  7796.8379254175  0.0000000000  1.0000000000
  8373.5010000000  2767.2346260178  7753.3814933080  0.0000000000  1.0000000000
  8311.0010000000  2746.4901972321  7709.8440714252  0.0000000000  1.0000000000
  8248.5010000000  2725.7461020142  7666.2248913510  0.0000000000  1.0000000000
  8186.0010000000  2705.0023494952  7622.5231901888  0.0000000000  1.0000000000
  8123.5010000000  2684.2589357379  7578.7381640652  0.0000000000  1.0000000000
  8061.0010000000  2663.5158674948  7534.8690178205  0.0000000000  1.0000000000
  7998.5010000000  2642.7731539309  7490.9149473195  0.0000000000  1.0000000000
  7936.0010000000  2622.0307942207  7446.8751127846  0.0000000000  1.0000000000
  7873.5010000000  2601.2887920963  7402.7486691916  0.0000000000  1.0000000000
  7811.0010000000  2580.5471523791  7358.5347585803  0.0000000000  1.0000000000
