   7811.0010000000002     
   62.500000000000000              502
 16811.0010000000  5569.2150014758 13090.0335856711  0.0000000000  1.0000000000
 16748.5010000000  5548.4454972282 13053.4607715262  0.0000000000  1.0000000000
 16686.0010000000  5527.6761226062 13016.8538924666  0.0000000000  1.0000000000
 16623.5010000000  5506.9068549728 12980.2127478974  0.0000000000  1.0000000000
 16561.0010000000  5486.1377221625 12943.5372248758  0.0000000000  1.0000000000
 16498.5010000000  5465.3686941219 12906.8271068961  0.0000000000  1.0000000000
 16436.0010000000  5444.5998065237 12870.0822921919  0.0000000000  1.0000000000
 16373.5010000000  5423.8310222042 12833.3025487731  0.0000000000  1.0000000000
 16311.0010000000  5403.0623771779 12796.4877727432  0.0000000000  1.0000000000
 16248.5010000000  5382.2938503597 12759.6377576378  0.0000000000  1.0000000000
 16186.0010000000  5361.5254478594 12722.7523437018  0.0000000000  1.0000000000
 16123.5010000000  5340.7571724074 12685.8313637233  0.0000000000  1.0000000000
 16061.0010000000  5319.9890159249 12648.8746297581  0.0000000000  1.0000000000
 15998.5010000000  5299.2209973304 12611.8820003924  0.0000000000  1.0000000000
 15936.0010000000  5278.4530947522 12574.8532600355  0.0000000000  1.0000000000
 15873.5010000000  5257.6853358678 12537.7882798542  0.0000000000  1.0000000000
 15811.0010000000  5236.9176929267 12500.6868305545  0.0000000000  1.0000000000
 15748.5010000000  5216.1501876396 12463.5487695345  0.0000000000  1.0000000000
 15686.0010000000  5195.3828090399 12426.3738941975  0.0000000000  1.0000000000
 15623.5010000000  5174.6155583450 12389.1620220639  0.0000000000  1.0000000000
 15561.0010000000  5153.8484488453 12351.9129906600  0.0000000000  1.0000000000
 15498.5010000000  5133.0814617526 12314.6265782922  0.0000000000  1.0000000000
 15436.0010000000  5112.3146199336 12277.3026363224  0.0000000000  1.0000000000
 15373.5010000000  5091.5479071030 12239.9409440687  0.0000000000  1.0000000000
 15311.0010000000  5070.7813266771 12202.5413144719  0.0000000000  1.0000000000
 15248.5010000000  5050.0148870494 12165.1035676934  0.0000000000  1.0000000000
 15186.0010000000  5029.2485871328 12127.6275050339  0.0000000000  1.0000000000
 15123.5010000000  5008.4824237893 12090.1129222497  0.0000000000  1.0000000000
 15061.0010000000  4987.7163991256 12052.5596227089  0.0000000000  1.0000000000
 14998.5010000000  4966.9505133315 12014.9674044442  0.0000000000  1.0000000000
 14936.0010000000  4946.1847647919 11977.3360603126  0.0000000000  1.0000000000
 14873.5010000000  4925.4191644319 11939.6654039894  0.0000000000  1.0000000000
 14811.0010000000  4904.6537001339 11901.9552054085  0.0000000000  1.0000000000
 14748.5010000000  4883.8883866884 11864.2052813696  0.0000000000  1.0000000000
 14686.0010000000  4863.1232090633 11826.4153924741  0.0000000000  1.0000000000
 14623.5010000000  4842.3581791798 11788.5853462967  0.0000000000  1.0000000000
 14561.0010000000  4821.5933005537 11750.7149331006  0.0000000000  1.0000000000
 14498.5010000000  4800.8285615398 11712.8039133851  0.0000000000  1.0000000000
 14436.0010000000  4780.0639774234 11674.8520946795  0.0000000000  1.0000000000
 14373.5010000000  4759.2995345917 11636.8592295750  0.0000000000  1.0000000000
 14311.0010000000  4738.5352533208 11598.8251304767  0.0000000000  1.0000000000
 14248.5010000000  4717.7711115242 11560.7495300106  0.0000000000  1.0000000000
 14186.0010000000  4697.0071279629 11522.6322334029  0.0000000000  1.0000000000
 14123.5010000000  4676.2432932249 11484.4729919459  0.0000000000  1.0000000000
 14061.0010000000  4655.4796112284 11446.2715790800  0.0000000000  1.0000000000
 13998.5010000000  4634.7160923083 11408.0277777549  0.0000000000  1.0000000000
 13936.0010000000  4613.9527193315 11369.7413179463  0.0000000000  1.0000000000
 13873.5010000000  4593.1895158075 11331.4120021406  0.0000000000  1.0000000000
 13811.0010000000  4572.4264645431 11293.0395553028  0.0000000000  1.0000000000
 13748.5010000000  4551.6635688174 11254.6237376649  0.0000000000  1.0000000000
 13686.0010000000  4530.9008387820 11216.1643196989  0.0000000000  1.0000000000
 13623.5010000000  4510.1382648109 11177.6610327028  0.0000000000  1.0000000000
 13561.0010000000  4489.3758577961 11139.1136434072  0.0000000000  1.0000000000
 13498.5010000000  4468.6136092192 11100.5218798960  0.0000000000  1.0000000000
 13436.0010000000  4447.8515311715 11061.8855058753  0.0000000000  1.0000000000
 13373.5010000000  4427.0896167011 11023.2042469365  0.0000000000  1.0000000000
 13311.0010000000  4406.3278664638 10984.4778400465  0.0000000000  1.0000000000
 13248.5010000000  4385.5662887219 10945.7060335883  0.0000000000  1.0000000000
 13186.0010000000  4364.8048733405 10906.8885387531  0.0000000000  1.0000000000
 13123.5010000000  4344.0436375951 10868.0251150913  0.0000000000  1.0000000000
 13061.0010000000  4323.2825677315 10829.1154611833  0.0000000000  1.0000000000
 12998.5010000000  4302.5216711131 10790.1593121532  0.0000000000  1.0000000000
 12936.0010000000  4281.7609567640 10751.1564032857  0.0000000000  1.0000000000
 12873.5010000000  4261.0004099451 10712.1064221468  0.0000000000  1.0000000000
 12811.0010000000  4240.2400436290 10673.0091052631  0.0000000000  1.0000000000
 12748.5010000000  4219.4798537818 10633.8641540207  0.0000000000  1.0000000000
 12686.0010000000  4198.7198450896 10594.6712830156  0.0000000000  1.0000000000
 12623.5010000000  4177.9600120835 10555.4301844039  0.0000000000  1.0000000000
 12561.0010000000  4157.2003708306 10516.1405877456  0.0000000000  1.0000000000
 12498.5010000000  4136.4409024980 10476.8021531931  0.0000000000  1.0000000000
 12436.0010000000  4115.6816288266 10437.4146143134  0.0000000000  1.0000000000
 12373.5010000000  4094.9225371729 10397.9776360228  0.0000000000  1.0000000000
 12311.0010000000  4074.1636307233 10358.4909096953  0.0000000000  1.0000000000
 12248.5010000000  4053.4049160763 10318.9541296262  0.0000000000  1.0000000000
 12186.0010000000  4032.6463911049 10279.3669698553  0.0000000000  1.0000000000
 12123.5010000000  4011.8880575178 10239.7291079971  0.0000000000  1.0000000000
 12061.0010000000  3991.1299209767 10200.0402254520  0.0000000000  1.0000000000
 11998.5010000000  3970.3719791025 10160.2999844134  0.0000000000  1.0000000000
 11936.0010000000  3949.6142278622 10120.5080399549  0.0000000000  1.0000000000
 11873.5010000000  3928.8566858404 10080.6640865605  0.0000000000  1.0000000000
 11811.0010000000  3908.0993341536 10040.7677427806  0.0000000000  1.0000000000
 11748.5010000000  3887.3421889323 10000.8186902761  0.0000000000  1.0000000000
 11686.0010000000  3866.5852414738  9960.8165587821  0.0000000000  1.0000000000
 11623.5010000000  3845.8285003492  9920.7610070266  0.0000000000  1.0000000000
 11561.0010000000  3825.0719677269  9880.6516770964  0.0000000000  1.0000000000
 11498.5010000000  3804.3156397303  9840.4881949707  0.0000000000  1.0000000000
 11436.0010000000  3783.5595243209  9800.2702050372  0.0000000000  1.0000000000
 11373.5010000000  3762.8036180285  9759.9973249876  0.0000000000  1.0000000000
 11311.0010000000  3742.0479296038  9719.6691915722  0.0000000000  1.0000000000
 11248.5010000000  3721.2924454027  9679.2853932809  0.0000000000  1.0000000000
 11186.0010000000  3700.5371875596  9638.8455833799  0.0000000000  1.0000000000
 11123.5010000000  3679.7821448526  9598.3493453233  0.0000000000  1.0000000000
 11061.0010000000  3659.0273249397  9557.7962943439  0.0000000000  1.0000000000
 10998.5010000000  3638.2727202021  9517.1860107390  0.0000000000  1.0000000000
 10936.0010000000  3617.5183478876  9476.5181182804  0.0000000000  1.0000000000
 10873.5010000000  3596.7641992504  9435.7921845917  0.0000000000  1.0000000000
 10811.0010000000  3576.0102739988  9395.0077884263  0.0000000000  1.0000000000
 10748.5010000000  3555.2565804170  9354.1645199243  0.0000000000  1.0000000000
 10686.0010000000  3534.5031243836  9313.2619589735  0.0000000000  1.0000000000
 10623.5010000000  3513.7498986828  9272.2996539561  0.0000000000  1.0000000000
 10561.0010000000  3492.9969056239  9231.2771661931  0.0000000000  1.0000000000
 10498.5010000000  3472.2441516851  9190.1940593602  0.0000000000  1.0000000000
 10436.0010000000  3451.4916368512  9149.0498782797  0.0000000000  1.0000000000
 10373.5010000000  3430.7393713894  9107.8441820414  0.0000000000  1.0000000000
 10311.0010000000  3409.9873435469  9066.5764797509  0.0000000000  1.0000000000
 10248.5010000000  3389.2355688258  9025.2463282867  0.0000000000  1.0000000000
 10186.0010000000  3368.4840361891  8983.8532252001  0.0000000000  1.0000000000
 10123.5010000000  3347.7327570169  8942.3967060592  0.0000000000  1.0000000000
 10061.0010000000  3326.9817331503  8900.8762806701  0.0000000000  1.0000000000
  9998.5010000000  3306.2309680706  8859.2914552121  0.0000000000  1.0000000000
  9936.0010000000  3285.4804567583  8817.6417117526  0.0000000000  1.0000000000
  9873.5010000000  3264.7302072369  8775.9265513113  0.0000000000  1.0000000000
  9811.0010000000  3243.9802198723  8734.1454522049  0.0000000000  1.0000000000
  9748.5010000000  3223.2305035379  8692.2979023980  0.0000000000  1.0000000000
  9686.0010000000  3202.4810500822  8650.3833478684  0.0000000000  1.0000000000
  9623.5010000000  3181.7318711203  8608.4012666662  0.0000000000  1.0000000000
  9561.0010000000  3160.9829622904  8566.3510965779  0.0000000000  1.0000000000
  9498.5010000000  3140.2343346159  8524.2322984054  0.0000000000  1.0000000000
  9436.0010000000  3119.4859842952  8482.0442945715  0.0000000000  1.0000000000
  9373.5010000000  3098.7379137029  8439.7865114985  0.0000000000  1.0000000000
  9311.0010000000  3077.9901317664  8397.4583802972  0.0000000000  1.0000000000
  9248.5010000000  3057.2426344238  8355.0592967182  0.0000000000  1.0000000000
  9186.0010000000  3036.4954302799  8312.5886732968  0.0000000000  1.0000000000
  9123.5010000000  3015.7485162119  8270.0458893064  0.0000000000  1.0000000000
  9061.0010000000  2995.0018978714  8227.4303324943  0.0000000000  1.0000000000
  8998.5010000000  2974.2555851859  8184.7413897587  0.0000000000  1.0000000000
  8936.0010000000  2953.5095686004  8141.9783979923  0.0000000000  1.0000000000
  8873.5010000000  2932.7638588440  8099.1407256875  0.0000000000  1.0000000000
  8811.0010000000  2912.0184630458  8056.2277236247  0.0000000000  1.0000000000
  8748.5010000000  2891.2733759487  8013.2387063422  0.0000000000  1.0000000000
  8686.0010000000  2870.5286046854  7970.1730031400  0.0000000000  1.0000000000
  8623.5010000000  2849.7841549875  7927.0299293481  0.0000000000  1.0000000000
  8561.0010000000  2829.0400272563  7883.8087778430  0.0000000000  1.0000000000
  8498.5010000000  2808.2962221356  7840.5088303190  0.0000000000  1.0000000000
  8436.0010000000  2787.5527505799  7797.1293780855  0.0000000000  1.0000000000
  8373.5010000000  2766.8096112614  7753.6696746005  0.0000000000  1.0000000000
  8311.0010000000  2746.0668101162  7710.1289759996  0.0000000000  1.0000000000
  8248.5010000000  2725.3243472823  7666.5065134365  0.0000000000  1.0000000000
  8186.0010000000  2704.5822317688  7622.8015235870  0.0000000000  1.0000000000
  8123.5010000000  2683.8404640347  7579.0132116879  0.0000000000  1.0000000000
  8061.0010000000  2663.0990506353  7535.1407820350  0.0000000000  1.0000000000
  7998.5010000000  2642.3579960742  7491.1834204733  0.0000000000  1.0000000000
  7936.0010000000  2621.6172994100  7447.1402867809  0.0000000000  1.0000000000
  7873.5010000000  2600.8769686730  7403.0105448868  0.0000000000  1.0000000000
  7811.0010000000  2580.1370084933  7358.7933362708  0.0000000000  1.0000000000
